0,36,four____,_______1,omaSj8Kh68e1MmismeOP0lrWnbPT7DoNMLHgefytL30sC82U9tqxpFKmH4PJRWo
36,37,four____,_______1,WeAUBdtIR128tIjr3AwFafkBbP8GIHfaM7BtbNkvJqQI07Lo
37,53,four____,_______1,fv4tgV396iP7WGnBmMVF1vGY5aNx69EwwyubsFbpSbIyxSqcjiK
53,99,four____,_______1,Zo1bGIcnjA3fs6N0LQ1dfVxLx6KKl91k3rjofDpFSFCh9q
99,247,four____,_______1,SM1ToybcfE3xvVM5uS4uwldTPPCkvw1gOdxKAY
247,277,four____,_______1,hhvUP9rYUyFifHwESrzVdLqG8RxMWOoUqMKPog
277,362,four____,_______1,gFcrUAiZ6VIr2TP76Kw4NIe8pg0BUnDZxY6QMcY4bJGNF11CJQT3fOmrS0uO
362,396,four____,_______1,KTOoR1pfUYqIjEPRFnwWQePlk3QPMX23zydCEluUqYs2FJ2mPlNiVkac5LpYI
396,401,four____,_______1,ehvMRl8jpkifytvTuQcErj2Rj6MncrF3FkRrya4
401,643,four____,_______1,5lfqrKPmWqt77EfwDU0QDI3e9KPWw3eTVpBUEnW1rmalxc7m9l445VTA
643,675,four____,_______1,dBtHOdK2Y3isWEBd5mf4iH7GONkbyPGvTfzu
675,728,four____,_______1,SeFnJiJj9ObPHaXkI3cTU5j6ylrsYqjXFJyavnf2IxLULR3J
728,734,four____,_______1,kJ454t7BX6N9rc9GpkHLiPHcM252zWoiVBbVGS1
734,742,four____,_______1,OSLNTqjgeR7PJwnVxK7IvNFpb9BqZGTBvS8cc6Ld
742,779,four____,_______1,EpJOg0dEmhoVpS8nsMxGUHbwLsS2Zq5FJK1hhpbm
0,35,one_____,_______2,lFTiDR58aqFJw4R9yNJ7IdhkeiH19zd9FOSh8dbcS6oNT891sj0sQ55L1n
35,147,one_____,_______2,qUMxkYl2JlzpcKUOofXXB1Jq5kVqEeq9K8lzAtPjFAn2gXvePQcrRBPcCuXooA2o
147,206,one_____,_______2,NzAMrrvlXnRcjWgtB4ARa7FjYiFAoNo5E5UQLlXJZIhrDofh6R4mfLH2sdPsc3
206,415,one_____,_______2,WQ7A0zri6dNDXMzGMxa8J5b9k8y85Lvm
415,462,one_____,_______2,tDoou3953wZkw3wGDWDHWSygXZ2YvCNjiBnK5w7VdMg
462,504,one_____,_______2,PvPEFPtDCr4TrKyP2SlmaesPqyW6lZ9eP5I
504,838,one_____,_______2,UcDoPXXkWC3l5yNFizdrU3xuI7d5h3LORSnhAQwNoEwV0beHyWIKz
838,897,one_____,_______2,1L8Co5oIoKxm7X29PFZjxJKWCeosug9JjeCQ8uH
0,256,three___,_______3,O8fVgTuFUcNjs50z4Un9JfKO0DGwuguPeD75amSuis
256,429,three___,_______3,dyQzvHgBzU6tfgX0fgLl6ci1TN9DNgTl
429,584,three___,_______3,tufJ5ep75Uj1kZETPO32q9GdU3G1mFGHwcPum44LxOLq0JiGWmLDx8NLJq
584,777,three___,_______3,ZkjsWEI9UFVCPQt8K9UTEX8jHgd8E3q3
777,902,three___,_______3,YAs8XqRPZzNTlej0TeXmYO2OIeN7TxYjLNPxKvieDlkyLsdGm7eVObks5T
0,104,three___,_______4,z9LUB5yCRxZ0ruCIRbjTbx4n3ulWPRj7E6dt5XGfL5Efrx
104,151,three___,_______4,dDZ8w3VAn1KTkRqfMBIUArUoFU3R4YRw236aArMNyNO4PCKXdjQh8qFAatU0u
151,151,three___,_______4,shjyRiPMI4rcTeU5HNoxcC8M1ZaxIKo6
151,214,three___,_______4,6k9BuC6G46lglUdLOJB51GYbli9Fz9xFrLtoUMjKQL1qp
214,363,three___,_______4,UG0kfMHQajDlXq2sAv5yy5aXq4Y266FJJzNYRRz5aHVI2Os0NuZ
363,498,three___,_______4,S0NAgW04RPcBgJh8pEK53tkV0lz9LyJOI92aHJ4TdmqtctsJtwGTzm3m
498,501,three___,_______4,q8ULWd0BWZarEZQYrZRSImMhzI6aJql4z029kwUwrY1Xt2M17ghp7DN6T9Vlz
501,635,three___,_______4,uGfi3OCIEqfc2fofvnTxNtwO3e6eC8lvgTJWjj
635,715,three___,_______4,tt8il4aPEmNOo6fzs5Z45zUj0OH7yyyQ6s0TV1KN5gkA1k
715,887,three___,_______4,JN0X4dnHXBa46lyt7gj345axFqFzKgFmJhGM
0,20,three___,_______5,uyO5KphkVy5HUgSpFMocIcENeHFBmKjx0MwpLXiQzLBhn9C2av0ocg
20,157,three___,_______5,EX89zhTB1JwpgeeodA2U57veFl5ZggJgMMvXe
157,538,three___,_______5,7daiRYR24TeuZchkRilirMy2fsIaLZyVMKhp70ymVygJEdyNfP0HTMZU51cAiq
