15,15,get,two_____,_____304,
603,603,insert,one_____,____4034,2Vbwct2jN2EI3ZCWJH3ajcFqGMgslanjl99dAJ3He8xxi
749,749,insert,one_____,____4748,ZL0P7mjVVNPnEx1lPy1SxbkAh2QYmCDA3WQwi8sR6KcfkMYYGVU8NgN5EMQ
541,541,get,three___,_____413,
993,993,insert,one_____,____5931,58EkXag1SwM1ypH927Ues0tCRIbg8MwFkuFla5QMHKdGGo3Ifql7ZnmCX2grW
807,807,insert,one_____,____5038,rx8zI3Wyd79Do4K7yUKIYSBel4Jp2DuFCDSpJUEfqjC
7,7,get,one_____,_____183,
731,731,insert,four____,____4668,lWSkxfkLzzjwDjT9CMc6sgZsjkoPfjP7tLEj4vV3nf58hRlgMtR1GxS
407,407,insert,four____,____3041,Fs5IxE7Wtekv0xp9YxufBlgPkxJmcFTy9Efq2AKAU63IT
30,30,get,three___,_____431,
272,272,insert,two_____,____2340,T4YZ7yFqvPSEJBBOCuSQNccSg5d2lIL7bfGqDIiAr39gIZwCUAGW6dD5XbBnG
997,997,insert,zero____,____5946,sS1wQZXPgwQS4vYSovwqZRK3D7j74QA4M
832,832,insert,four____,____5160,pApoALFHL0kTlBJr4zDd6QtSFYGzxRvaZbEukpFes2FMnwzR617
722,722,insert,one_____,____4630,EOtY9IZpnI7JGQHqJIA3iZhRKWZ1M3aUZSznkF00qOxfubh42BVGSxS55mSZ6p
103,103,get,one_____,_____134,
503,503,insert,zero____,____3517,tKJ4ZYfiN3PKrHSFTDarp54E2m5CiRCS5hmQF41ps
194,194,insert,four____,____1958,frh8n37NmNurh8xTvwAfhTMqiCYOILE85m2efIPPuwrzu
797,797,insert,one_____,____4985,RjwjsibjBm9crTUy442j5UZIPiFWg9Dtq43Iv2WvVTxoe7Quydi45U
281,281,insert,zero____,____2394,0xOy7K8un1gpVRcA2uTXajSUB7wxN4r2
44,44,get,three___,_____379,
946,946,insert,one_____,____5698,NJRsUBdbq7CbFwYpOh1qbjVYtVpC50H4HsAoOriRswLIorZG2Nuhba0hV1kFxqE
581,581,insert,four____,____3927,FstTbA7Cjdp0r9VuXwMSqkibcrqBK7IrgHGRp7AJxJo5bzU5Zzwkz8v8ojtFUV
971,971,insert,three___,____5830,E7VtJjm28KwuniD9VngxxXhvUZjhnyj7VGlYwKp
728,728,insert,two_____,____4655,rwVCnpCUA0Dc9uhvd15XhwC06VNlDz0PVRzsQtWm1rp9rjASQOzgkSdMuf
132,132,insert,four____,____1628,LHO1IfINbHJqfD4BGuLbzkzVZNscdm39PtGMMrWU1LoeKQxYXRytfYn55Fk
37,37,insert,one_____,____1191,A5qOBHOKg8nnoRwd6OMQP81WK6Q74UmJ5iyPIvu
751,751,insert,zero____,____4755,GMunkeHVa69C6pR2gRS3qKo588MY8DW90WnoVJvvZV
960,960,insert,zero____,____5774,kQGYrPAtYZD1Tsdeibw0Vc3wtmsHDOrlPjxNuSguNPn
667,667,insert,two_____,____4356,dLDMykhdC7IotWwtcb0919Adsw58LSWyUltN3HTZzr0YnGhoijtaFE
735,735,insert,one_____,____4689,qbZ45RdNrrbkoWjmWfYJy1OqCF9hZKZHzMnAaAUgV725oUlz9
814,814,insert,zero____,____5070,YxJIIkKye6PWgjfUVgWp6qT6RFLSA2ZVjb4FtZt5ejaM
311,311,insert,four____,____2551,DeHSt14yC3RxSnPQgAfO9kys9GChppTBO8N
825,825,insert,zero____,____5127,WsEvdFpIi87dn8MXgZQKIgu72byp7B7N91AJkR8GaLe71Lz88lL
506,506,insert,one_____,____3530,lWPUQXhJJb2OhxcHhmuwscjnGaJO1DgI1ILAw7TJLx9k
512,512,insert,one_____,____3559,VZOcT1JS3QyV1upMM0wzlaB9g3YYDVhOl5qFqI7APw7ec7P4g0hI6xVPZe7zcu
234,234,get,four____,_____263,
121,121,insert,two_____,____1579,jXrtdFVINGC9Z2UqeJCKBOchG3Vv0vkH6oOmpcTIGZEil
133,133,insert,three___,____1633,tCFIlsP1FpiYCqefOn5ZgmNiSFOfiQq0c8PqR2jqZp5mctshLqgbQgW
170,170,insert,one_____,____1825,kdiJOkOJtGwbwycGhO1O4763YYjn20db4YYS8RiFPODZOIF2fWkeyin9fRFJ
79,79,get,zero____,_____979,
392,392,insert,zero____,____2966,2UHmRpCHCqIwzOLtKOPoTcYbT6azXopD5eQpnS71NgoEjJw2IkPFs4mZ
393,393,get,two_____,_____869,
178,178,get,three___,_____294,
118,118,insert,four____,____1560,gR74LAgY290rRFH9wDSuTjkz9Cn2C8xmsH0vQlyyXa9cquM
798,798,insert,three___,____4993,0i3sg8o5B966pcR5JpLMqQMuLAc4SRztmbjjfRlPAUtOkh6o73YIxNX9LsG
299,299,insert,zero____,____2501,2VlAh89Zqg907VYUAh8KdjAHI45MPGB8c1FqAxoCojA
35,35,get,four____,_____184,
1,1,insert,zero____,____1001,uV8a74pW5hYyQot3ibEazAMD13AHqkvYOLpfhMWtLdnaSdmzo9EFcwVrpY
183,183,insert,four____,____1900,6EaWeypykoARTscyTQjERUOOH4uaEivQ2PlhdvTwXv4QIXCsHXoM9eW
817,817,insert,one_____,____5086,EqBioD6wnGb41iSIx97GW2TWLNLTcmGm2KwYiJi7xwY
13,13,insert,four____,____1065,1sktEozoNX0By4zpDot9AYJ9I4L5L0DX1zoCtbzvQqd
95,95,get,three___,______50,
374,374,insert,four____,____2881,q26lsW32MTq6q1pVkceyF29sz3ik9wFZt2KiNTKtZhCXwmkwPRAQYdcDuRrgWuq
162,162,insert,two_____,____1787,TtmRsSY3HqnYd6QYdfxfYagzLreMzzKvoduNWLtPZKSxYyIQW3u0yPkyor
356,356,insert,one_____,____2782,fZNJMXD7ESy9DTNkCR0V4Ra5ws4hoUNeRm5B
872,872,get,one_____,_____103,
747,747,insert,two_____,____4740,s4xkuIpTDBT5CfE8onbpMHjgVMTfTzFIlfzxbWe8E
874,874,insert,two_____,____5344,RWwfRfM6hX8jYjWNglhcz6lwmEpKq8j21hC9k1Mvs
218,218,insert,two_____,____2077,fzm5w3omIwplPHQyPpK0L6u0GnEsq7H5QahX6Me4nFsSFbP5uE70H9cXNN7SOZ1
612,612,insert,one_____,____4084,yhfThv36sZ3VcwA0SPJFxXxzxhYsogMj
976,976,insert,two_____,____5852,SukWbM0kPRK5TU7dJ1k1aVu5qlFD1fnKxlpfmpbzhiKBxbM1TzEkeB
201,201,insert,one_____,____1993,7qw7hWtOZaYxXqOX4Qk8jfRmTjI6lybK2TPhm
811,811,insert,two_____,____5058,W62q7PzhBjUbSX9AUUSMYZiinYOGoBlTspznlC
669,669,insert,four____,____4365,T67XPwdGK00SlOhTJkDhhKWejaDNrg6pPBmRHqAug4lbJL7motZE7oSYyjeF6F
770,770,insert,zero____,____4856,DDvTbST6xxFqoBwtjT5Rew6Uz5W2jdWnvWww9AZLgd52g9aTCui
346,346,insert,four____,____2730,etBi2EvYzv685wEHFccC44e6WfBjfodaQMiNGqmETfpGBByJ
844,844,insert,two_____,____5214,OJspdqLYTgHjQHNwvan9IoUR4iBVHtpDvjv3kfYD0Oi7CMbmgR
285,285,insert,three___,____2415,2aY8xg0jNz0ztOdwEwoI38oknxEaoLkaKgQ3m1isss75Zgw
437,437,insert,two_____,____3196,3u2juQsCQaDuYAtmpLtIPGdpuakppeNQre
239,239,insert,three___,____2179,GBsrr49QgiATWwIqNGuzPsuEycVos9nHnwHB2NenKhlt1
25,25,insert,three___,____1131,58Koi1LvHp6u7IMYEmpQYcamDSLI3HcrE3GaWtNdnGqnVXMftpuGYxkH
814,814,insert,two_____,____5071,MIj0CYxJB3f92RYfP58fRnHZftXcUKa0yD6jHygXko1cgy97GJFw
116,116,insert,zero____,____1552,tQxdRIOpCTK7UJS1nxcHutgoS55s6Gsd8
154,154,insert,zero____,____1745,sljDXPrucViO7t6uT4DJpwQXpt8jBqHyt5pJ8q3xRdttpeUPaT1qwMt7zf
959,959,insert,two_____,____5770,Ezlbv5PvoUc4VHnqOHcntf5DzynMXQlMEcF
131,131,get,one_____,_____102,
8,8,get,two_____,_____756,
516,516,insert,one_____,____3581,6OyJ93fFQ6FByFQBSFRtB9xhIA9cZaT0l
78,78,get,two_____,_____287,
745,745,insert,zero____,____4734,6RxB05JuoFhytnp5U8mgnCdXZT1U1mvqgQL
