779,-1,four____,_______1,KzSiwxwWzytC7VDzC3q8eC7TGqt9kDywT
897,-1,one_____,_______2,BvZIjoFP8iQYKNeZvxFVfTqoRjcczNYzLT
902,-1,three___,_______3,P39Ph5Z5hQZcYi3BZ0vmfqIKBCXZowLlhViyV2MsKQW2s6e6T
887,-1,three___,_______4,2IJ3EPesG70MjUR3JnF8HbmIT9U6hxyFu9hJNLFZYEHSmBS05Gza8BekGkgcnj
999,-1,three___,_______5,8G6WzsQFYEJcNfgly4NXOi40i5DTyorOrJxkgs5lkWDGxyYRg
869,-1,zero____,_______6,TgSrsVHDIRiHTlwIbrp6KkhW1jRwpydAAojya93h4pFOR1G89CSvpluqL653Ln
894,-1,four____,_______7,hMNqgv4unUhHBp2DKNkXEXHPa3WrybcB
901,-1,zero____,_______8,S1f8wTusrruUh8SSJn1f0T8jsmTs1WoQ
827,-1,three___,_______9,z5xFQqIFNXaoyZznalEIe8pZOsEb5R7oCT93
863,-1,two_____,______10,lGdwvkK11r6yDNquSe0h0bZMBZ4MxKsczhoSGXs
983,-1,one_____,______11,8gJEf51UBNwQX8ZUUXks8Oei4mX7H43j0B
925,-1,zero____,______12,u4U9dt1ctNo1sTISOfS4EXz94IhTznrhd1WjQlxJoDm0St4DDT
983,-1,one_____,______13,f00wTA1rcCy2AcR3aqnwycOXFfDiUICMn2uYbHC
744,-1,one_____,______14,ycRgWXGAIfwbslSCpYk7I9xsdnT4ekDnFNyKV
935,-1,three___,______15,GUgWp5G1X3SjBcnkzi2PmQCrtQuK2ttgCVfTKS
954,-1,two_____,______16,FY7UX1G8B2QOYFAFCBVVKBe0td1MSjiyORxZXCXBVpw8COlONc1Tl
879,-1,four____,______17,bve00U6vSpYHFjPYbEDjRLoOmahD2NMUqs3dKnQ
905,-1,four____,______18,waIQ7jcRyraJM2Rhg0sCGTpWQl4OZtGXfzBaB8A8zS8GejP8uG0cyKxj
984,-1,zero____,______19,VHl2boi3KBNokxwEZpRk0fbMmMMdzfFEamWTx9Djcg0zUQShrNi4G7mYguAXisY
978,-1,one_____,______20,aL0EWDvjEg1btaNmwyFAUaQd9lDSHlCujsw550jUQS49nC
854,-1,four____,______21,81DqFvkpLBIYR6OMAf1GmeMH47DJ1mbEjDslGrv4ZX8uXC
976,-1,zero____,______22,s7tW6PH6ZdjdVOfIbTFYCjlrgjbq15woZHl6
734,-1,zero____,______23,OZeJwLiiijvOzv1LxmOMG26E2T7NjGSiWfM5ZFIXm
962,-1,three___,______24,ZFfSGEXO1exChBwpAmxy3LUUF1Tu20h5kup19VzVO
968,-1,zero____,______25,7nk4wSuubbbG37Bl4uky7WQJSkFxbqRwWfly8qiOFqUObVhSMe9uQMLc1bw
884,-1,four____,______26,yBJLzM1ebkRdRqolUtw8P9diNnU5781p86pi6J
998,-1,three___,______27,ErExPAwn3NjM2tXoyOVfI0V5oV8UQLhULgUZV
968,-1,zero____,______28,Ju1C6Ap7hi4EqHvKX2GdkpeTX6iyAn7PoOYjc0krUzPIbnU
