table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,tx_type_raw,is_untimed_prime,is_actual_build,trial,case
naive,No Repair,0,0,InitLoad,2.798458,210000.0,,,,,InitLoad,False,False,0,history1
naive,No Repair,1,1,BuildSnap,0.0,,1.0,,,,MarkTs,False,False,0,history1
naive,No Repair,2,2,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,3,3,BuildSnap,0.0,,3.0,,,,MarkTs,False,False,0,history1
naive,No Repair,4,4,BuildSnap,158.494542,,4.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,4,4,RecentScan,57.79625,,4.0,,,,RecentScan,False,False,0,history1
naive,No Repair,5,5,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,6,6,BuildSnap,165.191208,,6.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,6,6,RecentScan,59.861709,,6.0,,,,RecentScan,False,False,0,history1
naive,No Repair,7,7,BuildSnap,162.70775,,1.0,,,HistoryScan,MarkTs,True,False,0,history1
naive,No Repair,7,7,HistoryScan,60.705208,,1.0,,,,HistoryScan,True,False,0,history1
naive,No Repair,8,8,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,9,9,BuildSnap,0.0,,9.0,,,,MarkTs,False,False,0,history1
naive,No Repair,10,10,BuildSnap,177.339417,,3.0,,,HistoryScan,MarkTs,False,True,0,history1
naive,No Repair,10,10,HistoryScan,61.098458,,3.0,,,,HistoryScan,False,False,0,history1
naive,No Repair,11,11,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,12,12,BuildSnap,168.023292,,9.0,,,HistoryScan,MarkTs,False,True,0,history1
naive,No Repair,12,12,HistoryScan,66.305208,,9.0,,,,HistoryScan,False,False,0,history1
naive,No Repair,13,13,HistoryScan,60.977375,,1.0,,,,HistoryScan,False,False,0,history1
naive,No Repair,14,14,Probe,1.332708,21.0,3.0,,,,Probe,False,False,0,history1
naive,No Repair,15,15,GbgCollect,0.084,,1.0,,,,GbgCollect,False,False,0,history1
naive,No Repair,16,16,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,17,17,BuildSnap,0.0,,17.0,,,,MarkTs,False,False,0,history1
naive,No Repair,18,18,Update,0.0,21.0,,,,,Update,False,False,0,history1
naive,No Repair,19,19,BuildSnap,169.789583,,17.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,19,19,Probe,2.622667,21.0,17.0,,,,Probe,False,False,0,history1
naive,No Repair,20,20,BuildSnap,172.79125,,20.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,20,20,RecentScan,63.415,,20.0,,,,RecentScan,False,False,0,history1
naive,No Repair,21,21,BuildSnap,169.404708,,21.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,21,21,RecentScan,60.898292,,21.0,,,,RecentScan,False,False,0,history1
naive,No Repair,22,22,BuildSnap,176.699375,,22.0,,,RecentScan,MarkTs,False,True,0,history1
