table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,tx_type_raw,is_untimed_prime,is_actual_build,trial,case
naive,No Repair,0,0,InitLoad,2.775833,210000.0,,,,,InitLoad,False,False,1,history1
naive,No Repair,1,1,BuildSnap,0.0,,1.0,,,,MarkTs,False,False,1,history1
naive,No Repair,2,2,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,3,3,BuildSnap,0.0,,3.0,,,,MarkTs,False,False,1,history1
naive,No Repair,4,4,BuildSnap,162.541417,,4.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,4,4,RecentScan,53.531625,,4.0,,,,RecentScan,False,False,1,history1
naive,No Repair,5,5,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,6,6,BuildSnap,162.240208,,6.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,6,6,RecentScan,57.096167,,6.0,,,,RecentScan,False,False,1,history1
naive,No Repair,7,7,BuildSnap,162.372875,,1.0,,,HistoryScan,MarkTs,True,False,1,history1
naive,No Repair,7,7,HistoryScan,55.83325,,1.0,,,,HistoryScan,True,False,1,history1
naive,No Repair,8,8,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,9,9,BuildSnap,0.0,,9.0,,,,MarkTs,False,False,1,history1
naive,No Repair,10,10,BuildSnap,171.394917,,3.0,,,HistoryScan,MarkTs,False,True,1,history1
naive,No Repair,10,10,HistoryScan,58.012125,,3.0,,,,HistoryScan,False,False,1,history1
naive,No Repair,11,11,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,12,12,BuildSnap,169.706416,,12.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,12,12,RecentScan,62.144125,,12.0,,,,RecentScan,False,False,1,history1
naive,No Repair,13,13,BuildSnap,161.454667,,13.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,13,13,RecentScan,62.878042,,13.0,,,,RecentScan,False,False,1,history1
naive,No Repair,14,14,BuildSnap,162.852334,,14.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,14,14,Probe,1.32975,21.0,14.0,,,,Probe,False,False,1,history1
naive,No Repair,15,15,GbgCollect,0.10220900000000001,,1.0,,,,GbgCollect,False,False,1,history1
naive,No Repair,16,16,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,17,17,BuildSnap,0.0,,17.0,,,,MarkTs,False,False,1,history1
naive,No Repair,18,18,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,19,19,BuildSnap,173.94725,,19.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,19,19,Probe,2.617833,21.0,19.0,,,,Probe,False,False,1,history1
naive,No Repair,20,20,BuildSnap,171.102,,20.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,20,20,RecentScan,63.786167,,20.0,,,,RecentScan,False,False,1,history1
naive,No Repair,21,21,BuildSnap,175.602042,,21.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,21,21,RecentScan,66.448583,,21.0,,,,RecentScan,False,False,1,history1
naive,No Repair,22,22,BuildSnap,164.709167,,22.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,22,22,RecentScan,61.958292,,22.0,,,,RecentScan,False,False,1,history1
naive,No Repair,23,23,BuildSnap,168.921583,,23.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,23,23,Probe,2.570625,21.0,23.0,,,,Probe,False,False,1,history1
naive,No Repair,24,24,BuildSnap,169.980583,,24.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,24,24,Probe,3.037833,21.0,24.0,,,,Probe,False,False,1,history1
naive,No Repair,25,25,BuildSnap,167.752208,,25.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,25,25,Probe,3.020042,21.0,25.0,,,,Probe,False,False,1,history1
naive,No Repair,26,26,BuildSnap,167.849584,,26.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,26,26,RecentScan,62.426625,,26.0,,,,RecentScan,False,False,1,history1
naive,No Repair,27,27,BuildSnap,166.122458,,27.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,27,27,Probe,3.523625,21.0,27.0,,,,Probe,False,False,1,history1
naive,No Repair,28,28,GbgCollect,0.082375,,3.0,,,,GbgCollect,False,False,1,history1
naive,No Repair,29,29,BuildSnap,170.243125,,29.0,,,RecentScan,MarkTs,False,True,1,history1
naive,No Repair,29,29,RecentScan,65.715584,,29.0,,,,RecentScan,False,False,1,history1
naive,No Repair,30,30,Update,0.0,21.0,,,,,Update,False,False,1,history1
naive,No Repair,31,31,BuildSnap,0.0,,31.0,,,,MarkTs,False,False,1,history1
naive,No Repair,32,32,BuildSnap,165.580166,,32.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,32,32,Probe,1.9435,21.0,32.0,,,,Probe,False,False,1,history1
naive,No Repair,33,33,BuildSnap,171.742208,,33.0,,,Probe,MarkTs,False,True,1,history1
naive,No Repair,33,33,Probe,2.933667,21.0,33.0,,,,Probe,False,False,1,history1
naive,No Repair,34,34,Update,0.0,21.0,,,,,Update,False,False,1,history1
