table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,tx_type_raw,is_untimed_prime,is_actual_build,trial,case
naive,No Repair,0,0,InitLoad,0.788667,60000.0,,,,,InitLoad,False,False,0,history1
naive,No Repair,1,1,BuildSnap,0.0,,1.0,,,,MarkTs,False,False,0,history1
naive,No Repair,2,2,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,3,3,BuildSnap,0.0,,3.0,,,,MarkTs,False,False,0,history1
naive,No Repair,4,4,BuildSnap,44.674,,4.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,4,4,RecentScan,15.86225,,4.0,,,,RecentScan,False,False,0,history1
naive,No Repair,5,5,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,6,6,BuildSnap,45.088041,,6.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,6,6,RecentScan,16.048042,,6.0,,,,RecentScan,False,False,0,history1
naive,No Repair,7,7,BuildSnap,46.209084,,1.0,,,HistoryScan,MarkTs,True,False,0,history1
naive,No Repair,7,7,HistoryScan,16.227,,1.0,,,,HistoryScan,True,False,0,history1
naive,No Repair,8,8,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,9,9,BuildSnap,0.0,,9.0,,,,MarkTs,False,False,0,history1
naive,No Repair,10,10,BuildSnap,46.0965,,3.0,,,HistoryScan,MarkTs,False,True,0,history1
naive,No Repair,10,10,HistoryScan,14.838375,,3.0,,,,HistoryScan,False,False,0,history1
naive,No Repair,11,11,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,12,12,BuildSnap,46.356375,,9.0,,,HistoryScan,MarkTs,False,True,0,history1
naive,No Repair,12,12,HistoryScan,14.972292,,9.0,,,,HistoryScan,False,False,0,history1
naive,No Repair,13,13,HistoryScan,14.860334,,1.0,,,,HistoryScan,False,False,0,history1
naive,No Repair,14,14,Probe,15.505208,600.0,3.0,,,,Probe,False,False,0,history1
naive,No Repair,15,15,GbgCollect,0.08525,,1.0,,,,GbgCollect,False,False,0,history1
naive,No Repair,16,16,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,17,17,BuildSnap,0.0,,17.0,,,,MarkTs,False,False,0,history1
naive,No Repair,18,18,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,19,19,BuildSnap,45.864208,,17.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,19,19,Probe,15.385375,600.0,17.0,,,,Probe,False,False,0,history1
naive,No Repair,20,20,BuildSnap,46.194375,,20.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,20,20,RecentScan,15.923833,,20.0,,,,RecentScan,False,False,0,history1
naive,No Repair,21,21,BuildSnap,45.4285,,21.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,21,21,RecentScan,15.820458,,21.0,,,,RecentScan,False,False,0,history1
naive,No Repair,22,22,BuildSnap,46.788208,,22.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,22,22,RecentScan,16.37025,,22.0,,,,RecentScan,False,False,0,history1
naive,No Repair,23,23,BuildSnap,46.08975,,23.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,23,23,Probe,13.868166,600.0,23.0,,,,Probe,False,False,0,history1
naive,No Repair,24,24,BuildSnap,47.053834,,24.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,24,24,Probe,15.065458,600.0,24.0,,,,Probe,False,False,0,history1
naive,No Repair,25,25,BuildSnap,46.590083,,25.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,25,25,Probe,14.704958,600.0,25.0,,,,Probe,False,False,0,history1
naive,No Repair,26,26,BuildSnap,46.713584,,26.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,26,26,RecentScan,17.164792,,26.0,,,,RecentScan,False,False,0,history1
naive,No Repair,27,27,BuildSnap,45.559334,,27.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,27,27,Probe,15.681583,600.0,27.0,,,,Probe,False,False,0,history1
naive,No Repair,28,28,GbgCollect,0.083083,,3.0,,,,GbgCollect,False,False,0,history1
naive,No Repair,29,29,BuildSnap,45.413666,,29.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,29,29,RecentScan,15.923375,,29.0,,,,RecentScan,False,False,0,history1
naive,No Repair,30,30,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,31,31,BuildSnap,0.0,,31.0,,,,MarkTs,False,False,0,history1
naive,No Repair,32,32,BuildSnap,46.050917,,32.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,32,32,Probe,15.790042,600.0,32.0,,,,Probe,False,False,0,history1
naive,No Repair,33,33,BuildSnap,48.759583,,33.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,33,33,Probe,15.286209,600.0,33.0,,,,Probe,False,False,0,history1
naive,No Repair,34,34,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,35,35,BuildSnap,49.875791,,35.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,35,35,RecentScan,18.812542,,35.0,,,,RecentScan,False,False,0,history1
naive,No Repair,36,36,BuildSnap,50.472666,,36.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,36,36,RecentScan,23.946875,,36.0,,,,RecentScan,False,False,0,history1
naive,No Repair,37,37,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,38,38,BuildSnap,0.0,,38.0,,,,MarkTs,False,False,0,history1
naive,No Repair,39,39,GbgCollect,0.24875,,9.0,,,,GbgCollect,False,False,0,history1
naive,No Repair,40,40,BuildSnap,54.889292,,40.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,40,40,Probe,15.545709,600.0,40.0,,,,Probe,False,False,0,history1
naive,No Repair,41,41,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,42,42,BuildSnap,47.581167,,42.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,42,42,RecentScan,15.657916,,42.0,,,,RecentScan,False,False,0,history1
naive,No Repair,43,43,BuildSnap,47.161292,,43.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,43,43,Probe,16.462333,600.0,43.0,,,,Probe,False,False,0,history1
naive,No Repair,44,44,BuildSnap,47.912,,44.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,44,44,Probe,16.09075,600.0,44.0,,,,Probe,False,False,0,history1
naive,No Repair,45,45,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,46,46,BuildSnap,0.0,,46.0,,,,MarkTs,False,False,0,history1
naive,No Repair,47,47,BuildSnap,46.931667,,47.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,47,47,Probe,16.286167,600.0,47.0,,,,Probe,False,False,0,history1
naive,No Repair,48,48,BuildSnap,48.239334,,48.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,48,48,RecentScan,19.458542,,48.0,,,,RecentScan,False,False,0,history1
naive,No Repair,49,49,BuildSnap,49.178542,,49.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,49,49,RecentScan,18.756833,,49.0,,,,RecentScan,False,False,0,history1
naive,No Repair,50,50,BuildSnap,48.294917,,50.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,50,50,Probe,15.656208,600.0,50.0,,,,Probe,False,False,0,history1
naive,No Repair,51,51,BuildSnap,48.549291,,51.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,51,51,RecentScan,19.945417,,51.0,,,,RecentScan,False,False,0,history1
naive,No Repair,52,52,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,53,53,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,54,54,BuildSnap,0.0,,54.0,,,,MarkTs,False,False,0,history1
naive,No Repair,55,55,BuildSnap,47.514333,,55.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,55,55,RecentScan,17.752125,,55.0,,,,RecentScan,False,False,0,history1
naive,No Repair,56,56,Update,0.0,6.0,,,,,Update,False,False,0,history1
naive,No Repair,57,57,BuildSnap,49.76275,,57.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,57,57,Probe,16.109708,600.0,57.0,,,,Probe,False,False,0,history1
naive,No Repair,58,58,BuildSnap,50.361834,,58.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,58,58,RecentScan,19.202166,,58.0,,,,RecentScan,False,False,0,history1
naive,No Repair,59,59,BuildSnap,47.34775,,59.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,59,59,Probe,16.198292,600.0,59.0,,,,Probe,False,False,0,history1
naive,No Repair,60,60,BuildSnap,49.172209,,60.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,60,60,RecentScan,19.630542,,60.0,,,,RecentScan,False,False,0,history1
naive,No Repair,61,61,BuildSnap,48.8925,,61.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,61,61,RecentScan,19.266125,,61.0,,,,RecentScan,False,False,0,history1
naive,No Repair,62,62,BuildSnap,47.750542,,62.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,62,62,Probe,17.39875,600.0,62.0,,,,Probe,False,False,0,history1
naive,No Repair,63,63,BuildSnap,50.689917,,63.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,63,63,Probe,16.917084,600.0,63.0,,,,Probe,False,False,0,history1
naive,No Repair,64,64,BuildSnap,49.8225,,64.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,64,64,Probe,17.225625,600.0,64.0,,,,Probe,False,False,0,history1
naive,No Repair,65,65,BuildSnap,47.617917,,65.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,65,65,Probe,16.48125,600.0,65.0,,,,Probe,False,False,0,history1
naive,No Repair,66,66,GbgCollect,0.084625,,17.0,,,,GbgCollect,False,False,0,history1
naive,No Repair,67,67,BuildSnap,49.125459,,67.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,67,67,Probe,18.140542,600.0,67.0,,,,Probe,False,False,0,history1
naive,No Repair,68,68,BuildSnap,48.483208,,68.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,68,68,RecentScan,19.732875,,68.0,,,,RecentScan,False,False,0,history1
naive,No Repair,69,69,BuildSnap,47.40425,,69.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,69,69,Probe,17.561208,600.0,69.0,,,,Probe,False,False,0,history1
naive,No Repair,70,70,BuildSnap,49.214833,,70.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,70,70,RecentScan,18.505334,,70.0,,,,RecentScan,False,False,0,history1
naive,No Repair,71,71,BuildSnap,47.894542,,71.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,71,71,Probe,17.533375,600.0,71.0,,,,Probe,False,False,0,history1
naive,No Repair,72,72,BuildSnap,48.965041,,72.0,,,RecentScan,MarkTs,False,True,0,history1
naive,No Repair,72,72,RecentScan,19.133166,,72.0,,,,RecentScan,False,False,0,history1
naive,No Repair,73,73,BuildSnap,49.791542,,73.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,73,73,Probe,16.8365,600.0,73.0,,,,Probe,False,False,0,history1
naive,No Repair,74,74,BuildSnap,48.305666,,74.0,,,Probe,MarkTs,False,True,0,history1
naive,No Repair,74,74,Probe,15.109041,600.0,74.0,,,,Probe,False,False,0,history1
