table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,case
naive,No Repair,0,0,InitLoad,0.793,60000.0,,,,,0,history0
naive,No Repair,1,1,BuildSnap,0.0,,1.0,,,,0,history0
naive,No Repair,2,2,Update,0.0,6.0,,,,,0,history0
naive,No Repair,3,3,BuildSnap,0.0,,3.0,,,,0,history0
naive,No Repair,4,4,BuildSnap,50.500084,,4.0,,,RecentScan,0,history0
naive,No Repair,4,4,RecentScan,15.681458,,4.0,,,,0,history0
naive,No Repair,5,5,Update,0.0,6.0,,,,,0,history0
naive,No Repair,6,6,BuildSnap,44.767417,,6.0,,,RecentScan,0,history0
naive,No Repair,6,6,RecentScan,14.886958,,6.0,,,,0,history0
naive,No Repair,7,7,Update,0.0,6.0,,,,,0,history0
naive,No Repair,8,8,BuildSnap,0.0,,8.0,,,,0,history0
naive,No Repair,9,9,BuildSnap,46.568833,,9.0,,,RecentScan,0,history0
naive,No Repair,9,9,RecentScan,13.867667,,9.0,,,,0,history0
naive,No Repair,10,10,Update,0.0,6.0,,,,,0,history0
naive,No Repair,11,11,BuildSnap,49.054541,,11.0,,,RecentScan,0,history0
naive,No Repair,11,11,RecentScan,15.492166,,11.0,,,,0,history0
naive,No Repair,12,12,BuildSnap,46.610042,,12.0,,,RecentScan,0,history0
naive,No Repair,12,12,RecentScan,15.6575,,12.0,,,,0,history0
naive,No Repair,13,13,BuildSnap,50.428583,,13.0,,,Probe,0,history0
naive,No Repair,13,13,Probe,16.344833,600.0,13.0,,,,0,history0
naive,No Repair,14,14,GbgCollect,0.0,,1.0,,,,0,history0
naive,No Repair,15,15,Update,0.0,6.0,,,,,0,history0
naive,No Repair,16,16,BuildSnap,0.0,,16.0,,,,0,history0
naive,No Repair,17,17,Update,0.0,6.0,,,,,0,history0
naive,No Repair,18,18,BuildSnap,47.699458,,18.0,,,Probe,0,history0
naive,No Repair,18,18,Probe,15.47175,600.0,18.0,,,,0,history0
naive,No Repair,19,19,BuildSnap,47.171208,,19.0,,,RecentScan,0,history0
naive,No Repair,19,19,RecentScan,14.471,,19.0,,,,0,history0
naive,No Repair,20,20,BuildSnap,48.573667,,20.0,,,RecentScan,0,history0
naive,No Repair,20,20,RecentScan,15.683834,,20.0,,,,0,history0
naive,No Repair,21,21,BuildSnap,50.543333,,21.0,,,RecentScan,0,history0
naive,No Repair,21,21,RecentScan,17.883541,,21.0,,,,0,history0
naive,No Repair,22,22,BuildSnap,51.65625,,22.0,,,Probe,0,history0
naive,No Repair,22,22,Probe,15.992667,600.0,22.0,,,,0,history0
naive,No Repair,23,23,BuildSnap,50.205292,,23.0,,,Probe,0,history0
naive,No Repair,23,23,Probe,15.931167,600.0,23.0,,,,0,history0
naive,No Repair,24,24,BuildSnap,50.234334,,24.0,,,Probe,0,history0
naive,No Repair,24,24,Probe,15.580792,600.0,24.0,,,,0,history0
naive,No Repair,25,25,BuildSnap,49.634333,,25.0,,,RecentScan,0,history0
naive,No Repair,25,25,RecentScan,16.739792,,25.0,,,,0,history0
naive,No Repair,26,26,BuildSnap,49.469,,26.0,,,Probe,0,history0
naive,No Repair,26,26,Probe,15.418625,600.0,26.0,,,,0,history0
naive,No Repair,27,27,GbgCollect,0.0,,3.0,,,,0,history0
naive,No Repair,28,28,BuildSnap,49.025709,,28.0,,,RecentScan,0,history0
naive,No Repair,28,28,RecentScan,17.949166,,28.0,,,,0,history0
naive,No Repair,29,29,Update,0.0,6.0,,,,,0,history0
naive,No Repair,30,30,BuildSnap,0.0,,30.0,,,,0,history0
naive,No Repair,31,31,BuildSnap,48.802083,,31.0,,,Probe,0,history0
naive,No Repair,31,31,Probe,16.867375,600.0,31.0,,,,0,history0
naive,No Repair,32,32,BuildSnap,50.750584,,32.0,,,Probe,0,history0
naive,No Repair,32,32,Probe,15.403709,600.0,32.0,,,,0,history0
naive,No Repair,33,33,Update,0.0,6.0,,,,,0,history0
naive,No Repair,34,34,BuildSnap,52.109333,,34.0,,,RecentScan,0,history0
naive,No Repair,34,34,RecentScan,17.804041,,34.0,,,,0,history0
naive,No Repair,35,35,BuildSnap,51.865167,,35.0,,,RecentScan,0,history0
naive,No Repair,35,35,RecentScan,19.247042,,35.0,,,,0,history0
naive,No Repair,36,36,Update,0.0,6.0,,,,,0,history0
naive,No Repair,37,37,BuildSnap,0.0,,37.0,,,,0,history0
naive,No Repair,38,38,GbgCollect,0.16775,,8.0,,,,0,history0
naive,No Repair,39,39,BuildSnap,49.822208,,39.0,,,Probe,0,history0
naive,No Repair,39,39,Probe,16.318708,600.0,39.0,,,,0,history0
naive,No Repair,40,40,Update,0.0,6.0,,,,,0,history0
naive,No Repair,41,41,BuildSnap,51.834125,,41.0,,,RecentScan,0,history0
naive,No Repair,41,41,RecentScan,18.702791,,41.0,,,,0,history0
naive,No Repair,42,42,BuildSnap,50.950334,,42.0,,,Probe,0,history0
naive,No Repair,42,42,Probe,16.99375,600.0,42.0,,,,0,history0
naive,No Repair,43,43,BuildSnap,49.147625,,43.0,,,Probe,0,history0
naive,No Repair,43,43,Probe,17.100958,600.0,43.0,,,,0,history0
naive,No Repair,44,44,Update,0.0,6.0,,,,,0,history0
naive,No Repair,45,45,BuildSnap,0.0,,45.0,,,,0,history0
naive,No Repair,46,46,BuildSnap,47.39825,,46.0,,,Probe,0,history0
naive,No Repair,46,46,Probe,16.1615,600.0,46.0,,,,0,history0
naive,No Repair,47,47,BuildSnap,50.291,,47.0,,,RecentScan,0,history0
naive,No Repair,47,47,RecentScan,21.948292,,47.0,,,,0,history0
naive,No Repair,48,48,BuildSnap,51.394458,,48.0,,,RecentScan,0,history0
naive,No Repair,48,48,RecentScan,18.554583,,48.0,,,,0,history0
naive,No Repair,49,49,BuildSnap,56.2655,,49.0,,,Probe,0,history0
naive,No Repair,49,49,Probe,16.652583,600.0,49.0,,,,0,history0
naive,No Repair,50,50,BuildSnap,55.313958,,50.0,,,RecentScan,0,history0
naive,No Repair,50,50,RecentScan,23.527416,,50.0,,,,0,history0
naive,No Repair,51,51,Update,0.0,6.0,,,,,0,history0
naive,No Repair,52,52,Update,0.0,6.0,,,,,0,history0
naive,No Repair,53,53,BuildSnap,0.0,,53.0,,,,0,history0
naive,No Repair,54,54,BuildSnap,63.537959,,54.0,,,RecentScan,0,history0
naive,No Repair,54,54,RecentScan,19.28775,,54.0,,,,0,history0
naive,No Repair,55,55,Update,0.0,6.0,,,,,0,history0
naive,No Repair,56,56,BuildSnap,59.891792,,56.0,,,Probe,0,history0
naive,No Repair,56,56,Probe,19.169084,600.0,56.0,,,,0,history0
naive,No Repair,57,57,BuildSnap,67.406708,,57.0,,,RecentScan,0,history0
naive,No Repair,57,57,RecentScan,20.885458,,57.0,,,,0,history0
naive,No Repair,58,58,BuildSnap,57.827542,,58.0,,,Probe,0,history0
naive,No Repair,58,58,Probe,18.439292,600.0,58.0,,,,0,history0
naive,No Repair,59,59,BuildSnap,60.196666,,59.0,,,RecentScan,0,history0
