update_ratio,table_type,repair_type,speed_ratio_over_naive
0.01030927835051546,chain,Write Repair,1.8494408081867038
0.01030927835051546,heap,No Repair,1.3168650157998076
0.01030927835051546,heap,Read Repair,1.4742224331528604
0.01030927835051546,heap,Write Repair,1.6769974808587684
0.01030927835051546,par,No Repair,1.9646318431955274
0.01030927835051546,par,Read Repair,2.415963052552742
0.01030927835051546,par,Write Repair,3.020614183691425
0.0515463917525773,chain,Write Repair,1.725447555109518
0.0515463917525773,heap,No Repair,1.3069151200651588
0.0515463917525773,heap,Read Repair,1.4421742423451385
0.0515463917525773,heap,Write Repair,1.6469530485950616
0.0515463917525773,par,No Repair,1.9566655975512404
0.0515463917525773,par,Read Repair,2.3875372710264635
0.0515463917525773,par,Write Repair,3.026459172847057
0.1030927835051546,chain,Write Repair,1.6151651295038345
0.1030927835051546,heap,No Repair,1.2423104089568298
0.1030927835051546,heap,Read Repair,1.369637107776956
0.1030927835051546,heap,Write Repair,1.543679883562952
0.1030927835051546,par,No Repair,1.8184677657210064
0.1030927835051546,par,Read Repair,2.33241321522479
0.1030927835051546,par,Write Repair,2.85670643939338
0.15463917525773188,chain,Write Repair,1.4798731693427942
0.15463917525773188,heap,No Repair,1.1483117701105172
0.15463917525773188,heap,Read Repair,1.2433861229183314
0.15463917525773188,heap,Write Repair,1.431445002028548
0.15463917525773188,par,No Repair,1.7965416481768723
0.15463917525773188,par,Read Repair,2.2387818716557595
0.15463917525773188,par,Write Repair,2.809938098452757
0.2061855670103092,chain,Write Repair,1.4435751078594283
0.2061855670103092,heap,No Repair,1.123997854548899
0.2061855670103092,heap,Read Repair,1.2547750542628342
0.2061855670103092,heap,Write Repair,1.4059958405733022
0.2061855670103092,par,No Repair,1.7149521392658766
0.2061855670103092,par,Read Repair,2.1200084879134216
0.2061855670103092,par,Write Repair,2.507713065534858
