189288|2754.56|0.02
146071|26809.68|0.00
19480|53180.24|0.02
34543|45803.74|0.04
42134|50578.11|0.04
26809|60753.00|0.10
137283|30366.44|0.02
87745|15594.66|0.04
82470|14524.70|0.09
158813|37436.20|0.00
185016|3303.03|0.03
158304|9536.10|0.02
65211|41167.35|0.00
8890|62961.15|0.06
8238|37825.59|0.02
167067|14742.78|0.07
56790|85592.71|0.01
54514|64614.44|0.05
19646|45403.56|0.09
149415|52718.76|0.02
37241|45951.36|0.10
106423|5717.68|0.02
113748|81040.04|0.02
191738|49402.71|0.05
110162|45714.24|0.07
29762|64286.88|0.00
177848|7703.36|0.05
148556|62577.45|0.04
178754|38487.75|0.00
67190|31244.13|0.05
147716|79366.95|0.03
46762|85438.00|0.01
146785|49458.06|0.05
72740|29116.58|0.10
69696|23319.66|0.04
47167|37881.44|0.00
196935|58925.97|0.10
77298|34432.83|0.06
86425|66336.74|0.06
87670|67964.47|0.05
136959|43910.90|0.06
174151|39204.80|0.01
190226|48700.14|0.00
49985|27089.72|0.02
83480|32196.56|0.07
195068|32565.68|0.03
97112|35491.52|0.07
102348|52663.26|0.00
152192|4976.76|0.02
132467|14994.60|0.09
148745|17937.40|0.08
184931|100796.50|0.08
110831|92091.50|0.07
31961|77611.36|0.00
73979|1952.97|0.10
152779|67775.49|0.02
160509|26681.50|0.07
151422|14734.20|0.09
8710|55036.14|0.01
117209|12262.00|0.07
124781|28892.48|0.00
88766|61416.60|0.08
144431|54590.91|0.09
99882|56456.40|0.03
148834|62133.39|0.02
42932|43123.39|0.03
131786|58168.96|0.06
174891|58976.70|0.05
134312|63276.57|0.00
111724|19092.92|0.04
109048|23254.88|0.03
135500|36852.00|0.07
194995|73149.65|0.07
46658|54558.10|0.02
170361|10019.52|0.09
118626|46049.36|0.01
124794|87301.92|0.02
37448|51261.28|0.03
167568|37617.88|0.08
6898|16244.01|0.07
128275|22155.59|0.00
8614|42633.08|0.03
22435|63799.21|0.00
86688|53589.76|0.05
139108|55060.80|0.03
30417|32337.84|0.09
123101|23606.10|0.05
57724|72313.96|0.05
116407|68323.20|0.05
125785|14486.24|0.02
50044|26839.08|0.04
99010|11099.11|0.06
144911|13691.37|0.09
135207|8695.40|0.10
144857|79877.70|0.00
135092|11270.90|0.08
132800|36656.00|0.05
64060|31745.86|0.07
176779|48250.02|0.08
4788|42319.50|0.03
35469|66009.62|0.07
95762|40428.48|0.02
183722|75840.24|0.02
34949|5651.82|0.04
56605|76518.40|0.08
33937|35547.67|0.05
7068|38027.34|0.00
27289|52300.04|0.01
26760|53976.32|0.05
96693|55759.77|0.04
130456|71349.60|0.04
135364|58773.12|0.05
70382|6761.90|0.08
